,Unnamed: 0,BathroomCount,BedroomCount,ConstructionYear,Country,District,Fireplace,FloodingZone,Furnished,Garden,GardenArea,Kitchen,LivingArea,Locality,MonthlyCharges,NumberOfFacades,PEB,PostalCode,Price,PropertyId,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfProperty,TypeOfSale
74401,97061,2.0,4,,Belgium,Halle-Vilvoorde,,,,1.0,600.0,,150.0,Zaventem Sterrebeek,0.0,4.0,C,1933,2100,11338612,Flemish Brabant,Flanders,,,,villa,800.0,,1.0,3.0,1,residential_monthly_rent
74405,97065,1.0,0,1935.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,50.0,NOT_INSTALLED,785.0,Bruxelles,0.0,2.0,F,1030,16000,11338604,Brussels,Brussels,,2.0,AS_NEW,mixed_use_building,372.0,0.0,1.0,5.0,1,residential_monthly_rent
74588,97270,1.0,3,,Belgium,Gent,,NON_FLOOD_ZONE,,,,SEMI_EQUIPPED,180.0,Sleidinge,0.0,3.0,C,9940,875,11277568,East Flanders,Flanders,,0.0,GOOD,house,790.0,,1.0,0.0,1,residential_monthly_rent
74638,97335,3.0,4,2007.0,Belgium,Brugge,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,250.0,Knokke-Zoute,0.0,2.0,B,8300,3000,11311442,West Flanders,Flanders,13.0,,GOOD,house,0.0,,,3.0,1,residential_monthly_rent
74680,97379,4.0,7,,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,301.0,Woluwe-Saint-Pierre,200.0,4.0,E,1150,5400,11338318,Brussels,Brussels,7.0,,GOOD,house,715.0,1.0,1.0,,1,residential_monthly_rent
74683,97382,3.0,3,,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,435.0,Schaerbeek,300.0,3.0,E,1030,5100,11338317,Brussels,Brussels,3.0,3.0,AS_NEW,house,2200.0,0.0,1.0,5.0,1,residential_monthly_rent
74687,97386,,6,,Belgium,Antwerp,,NON_FLOOD_ZONE,,,,,575.0,Wijnegem,0.0,4.0,,2110,6500,11338278,Antwerp,Flanders,,,GOOD,house,3000.0,,,,1,residential_monthly_rent
74688,97387,2.0,3,,Belgium,Mechelen,,,,,,,220.0,Berlaar,0.0,4.0,B,2590,1500,11338266,Antwerp,Flanders,,,AS_NEW,mixed_use_building,0.0,,,,1,residential_monthly_rent
74827,97545,0.0,0,2017.0,Belgium,Brugge,,,,,,,,Sint-Michiels,,4.0,,8000,28500,11310483,West Flanders,Flanders,1.0,0.0,GOOD,house,12.0,,,0.0,1,residential_sale
74891,97626,3.0,3,2023.0,Belgium,Brugge,,,,,,,165.0,Knokke-Heist,0.0,4.0,,8300,3500,11277057,West Flanders,Flanders,1.0,0.0,AS_NEW,house,258.0,,1.0,2.0,1,residential_monthly_rent
74939,97683,1.0,3,,Belgium,Liège,,NON_FLOOD_ZONE,,1.0,1.0,INSTALLED,,Neupré,0.0,3.0,,4120,1000,11276740,Liège,Wallonie,,,,house,115.0,0.0,1.0,1.0,1,residential_monthly_rent
75016,97772,1.0,3,2024.0,Belgium,Maaseik,,,,,,INSTALLED,,BREE,0.0,3.0,,3960,1100,11337647,Limburg,Flanders,,0.0,,house,0.0,,1.0,2.0,1,residential_monthly_rent
75018,97774,1.0,3,2024.0,Belgium,Maaseik,,,,,,INSTALLED,,BREE,0.0,3.0,,3960,1100,11337643,Limburg,Flanders,,0.0,,house,0.0,,1.0,2.0,1,residential_monthly_rent
75019,97775,1.0,3,2024.0,Belgium,Maaseik,,,,,,INSTALLED,,BREE,0.0,3.0,,3960,1100,11337644,Limburg,Flanders,,0.0,,house,0.0,,1.0,2.0,1,residential_monthly_rent
75020,97776,1.0,3,2024.0,Belgium,Maaseik,,,,,,INSTALLED,,BREE,0.0,2.0,,3960,1100,11337640,Limburg,Flanders,,0.0,,house,0.0,,1.0,2.0,1,residential_monthly_rent
75021,97777,1.0,3,2024.0,Belgium,Maaseik,,,,,,INSTALLED,,BREE,0.0,3.0,,3960,1100,11337639,Limburg,Flanders,,0.0,,house,0.0,,1.0,2.0,1,residential_monthly_rent
75128,97901,2.0,4,1950.0,Belgium,Brussels,1.0,,,1.0,350.0,INSTALLED,280.0,UCCLE,58.0,2.0,E,1180,2800,11310134,Brussels,Brussels,,0.0,AS_NEW,house,400.0,,1.0,3.0,1,residential_monthly_rent
75224,98013,,0,,Belgium,Namur,,,,,,,78.0,Sambreville,,2.0,,5060,29900,11336974,Namur,Wallonie,2.0,,,house,0.0,0.0,,2.0,1,residential_sale
75276,98079,2.0,4,1996.0,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,1.0,550.0,HYPER_EQUIPPED,300.0,Kraainem,0.0,4.0,C,1950,2850,11276237,Flemish Brabant,Flanders,,,AS_NEW,house,640.0,0.0,1.0,2.0,1,residential_monthly_rent
75389,98203,2.0,5,,Belgium,Leuven,,,,,,,180.0,Kortenberg Everberg,0.0,4.0,A,3078,2600,11276167,Flemish Brabant,Flanders,,,GOOD,villa,699.0,,1.0,,1,residential_monthly_rent
75429,98264,1.0,3,,Belgium,Brugge,,NON_FLOOD_ZONE,,1.0,1.0,,163.0,Zedelgem,0.0,4.0,C,8210,1050,11309536,West Flanders,Flanders,,,GOOD,house,800.0,0.0,1.0,1.0,1,residential_monthly_rent
75439,98274,1.0,2,2001.0,Belgium,Brugge,1.0,NON_FLOOD_ZONE,,,,INSTALLED,262.0,BEERNEM,,4.0,,8730,1158,11309413,West Flanders,Flanders,,0.0,,villa,887.0,,1.0,2.0,1,annuity_without_lump_sum
75471,98308,1.0,3,2019.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,260.0,INSTALLED,188.0,Ottignies-Louvain-la-Neuve Louvain-la-Neuve,0.0,2.0,A,1348,1650,11309235,Walloon Brabant,Wallonie,,,GOOD,house,260.0,0.0,1.0,3.0,1,residential_monthly_rent
75504,98343,0.0,3,,Belgium,Dinant,1.0,,,,,INSTALLED,255.0,CINEY,0.0,,E,5590,1600,11336468,Namur,Wallonie,,2.0,JUST_RENOVATED,house,0.0,,,2.0,1,residential_monthly_rent
75564,98450,2.0,4,1963.0,Belgium,Antwerp,,NON_FLOOD_ZONE,,1.0,100.0,HYPER_EQUIPPED,185.0,Lint,0.0,3.0,D,2547,1380,11275639,Antwerp,Flanders,,1.0,AS_NEW,house,252.0,,1.0,3.0,1,residential_monthly_rent
75601,98494,4.0,5,,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,100.0,HYPER_EQUIPPED,386.0,Ixelles,0.0,2.0,E,1050,4900,11309061,Brussels,Brussels,5.0,,AS_NEW,mansion,0.0,0.0,1.0,,1,residential_monthly_rent
75603,98496,1.0,3,,Belgium,Brugge,,,,,,HYPER_EQUIPPED,121.0,Knokke-Heist,0.0,2.0,A,8300,1750,11309055,West Flanders,Flanders,,,AS_NEW,house,104.0,,1.0,,1,residential_monthly_rent
75644,98559,1.0,2,1950.0,Belgium,Liège,,,,1.0,120.0,INSTALLED,114.0,CHÊNÉE,,2.0,D,4032,35000,11336220,Liège,Wallonie,,0.0,GOOD,house,200.0,,1.0,0.0,1,residential_sale
75787,98780,,3,2023.0,Belgium,Tielt,,NON_FLOOD_ZONE,,,,INSTALLED,152.0,Pittem,0.0,2.0,A,8740,970,11308644,West Flanders,Flanders,,1.0,GOOD,house,601.0,,,,1,residential_monthly_rent
75818,98823,2.0,4,2005.0,Belgium,Brugge,,NON_FLOOD_ZONE,,,,,201.0,Knokke,0.0,3.0,C,8300,1950,11308453,West Flanders,Flanders,1.0,0.0,AS_NEW,villa,0.0,,1.0,2.0,1,residential_monthly_rent
75823,98829,0.0,2,,Belgium,Brussels,,,,,,NOT_INSTALLED,200.0,WOLUWE-SAINT-LAMBERT,0.0,,,1200,3500,11308427,Brussels,Brussels,,0.0,,house,110.0,,,1.0,1,residential_monthly_rent
75825,98831,0.0,2,,Belgium,Brussels,,,,,,NOT_INSTALLED,200.0,ETTERBEEK,0.0,,,1040,3500,11308425,Brussels,Brussels,,0.0,,apartment_block,110.0,,,1.0,1,residential_monthly_rent
75826,98832,0.0,2,,Belgium,Brussels,,,,,,NOT_INSTALLED,200.0,WOLUWE-SAINT-LAMBERT,0.0,,,1200,3500,11308426,Brussels,Brussels,,0.0,,apartment_block,110.0,,,1.0,1,residential_monthly_rent
75827,98833,0.0,2,,Belgium,Brussels,,,,,,NOT_INSTALLED,200.0,ETTERBEEK,0.0,,,1040,3500,11308424,Brussels,Brussels,,0.0,,house,110.0,,,1.0,1,residential_monthly_rent
75872,98957,,2,,Belgium,Thuin,,,,,,,120.0,ESTINNES,0.0,2.0,E,7120,850,11308308,Hainaut,Wallonie,8.0,1.0,AS_NEW,house,0.0,0.0,1.0,1.0,1,residential_monthly_rent
75977,99106,1.0,2,,Belgium,Kortrijk,,NON_FLOOD_ZONE,,1.0,10.0,INSTALLED,,Kortrijk,0.0,1.0,B,8500,890,11274580,West Flanders,Flanders,,,AS_NEW,house,100.0,0.0,,2.0,1,residential_monthly_rent
75990,99121,,0,,Belgium,Philippeville,,,,1.0,90.0,NOT_INSTALLED,320.0,Gonrieux,0.0,3.0,,5660,500,11274417,Namur,Wallonie,,,,other_property,295.0,,,,1,residential_monthly_rent
76028,99167,1.0,4,,Belgium,Verviers,,NON_FLOOD_ZONE,,,,INSTALLED,180.0,Malmedy,50.0,3.0,B,4960,1150,11307988,Liège,Wallonie,,1.0,AS_NEW,house,0.0,0.0,1.0,1.0,1,residential_monthly_rent
76033,99172,1.0,4,,Belgium,Turnhout,,,,,,INSTALLED,,WITGOOR,0.0,2.0,A,2480,1300,11307950,Antwerp,Flanders,,0.0,,house,0.0,,,2.0,1,residential_monthly_rent
76082,99228,4.0,6,,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,70.0,,350.0,Ixelles,0.0,2.0,,1050,4500,11335538,Brussels,Brussels,,,,house,420.0,0.0,1.0,,1,residential_monthly_rent
76147,99302,,1,,Belgium,Mons,,,,,,,,Eugies,328.0,,G,7080,35000,11274175,Hainaut,Wallonie,,,,house,0.0,,,,1,annuity_monthly_amount
76176,99337,1.0,3,2019.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,260.0,INSTALLED,188.0,Ottignies-Louvain-la-Neuve,0.0,2.0,A,1340,1650,11307771,Walloon Brabant,Wallonie,,,GOOD,house,260.0,0.0,1.0,3.0,1,residential_monthly_rent
76215,99390,2.0,5,1950.0,Belgium,Huy,,NON_FLOOD_ZONE,0.0,,,INSTALLED,,Hamoir,701.0,4.0,E,4180,30000,11335349,Liège,Wallonie,,2.0,GOOD,house,0.0,0.0,1.0,2.0,1,annuity_monthly_amount
76230,99409,1.0,3,1902.0,Belgium,Charleroi,,NON_FLOOD_ZONE,,1.0,380.0,INSTALLED,127.0,MONTIGNIES-SUR-SAMBRE,0.0,3.0,F,6061,425,11335281,Hainaut,Wallonie,,1.0,GOOD,house,380.0,0.0,1.0,1.0,1,residential_monthly_rent
76247,99429,2.0,4,1920.0,Belgium,Leuven,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,200.0,Tervuren,0.0,4.0,F,3080,1700,11335230,Flemish Brabant,Flanders,,1.0,GOOD,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
76261,99443,2.0,3,,Belgium,Leuven,,,,,,HYPER_EQUIPPED,115.0,Leuven,0.0,2.0,A,3000,1950,11335134,Flemish Brabant,Flanders,,,AS_NEW,house,75.0,,1.0,3.0,1,residential_monthly_rent
76320,99509,3.0,3,,Belgium,Halle-Vilvoorde,,,,,,HYPER_EQUIPPED,,Hoeilaart,0.0,3.0,C,1560,1750,11273741,Flemish Brabant,Flanders,,2.0,,house,0.0,,,3.0,1,residential_monthly_rent
76406,99606,1.0,4,1930.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,100.0,HYPER_EQUIPPED,168.0,Auderghem,0.0,4.0,E,1160,2200,11334982,Brussels,Brussels,,1.0,AS_NEW,house,186.0,0.0,1.0,2.0,1,residential_monthly_rent
76519,99807,1.0,4,,Belgium,Nivelles,1.0,,,,,,,Waterloo,0.0,4.0,C,1410,2300,11226288,Walloon Brabant,Wallonie,10.0,1.0,GOOD,house,0.0,0.0,,0.0,1,residential_monthly_rent
76558,99873,1.0,3,2011.0,Belgium,Leuven,,,,,,HYPER_EQUIPPED,160.0,Tervuren,0.0,,B,3080,1775,11334750,Flemish Brabant,Flanders,11.0,,GOOD,villa,600.0,,1.0,2.0,1,residential_monthly_rent
76562,99879,1.0,3,,Belgium,Kortrijk,,NON_FLOOD_ZONE,,,,,203.0,Avelgem,0.0,,D,8580,860,11334728,West Flanders,Flanders,16.0,,GOOD,house,250.0,,1.0,1.0,1,residential_monthly_rent
76577,99900,1.0,3,,Belgium,Eeklo,,NON_FLOOD_ZONE,,,,INSTALLED,89.0,Eeklo,0.0,,,9900,950,11334663,East Flanders,Flanders,8.0,,GOOD,house,89.0,,,1.0,1,residential_monthly_rent
76619,99963,2.0,4,,Belgium,Leuven,,,,,,INSTALLED,200.0,Tervuren,0.0,,C,3080,2250,11273276,Flemish Brabant,Flanders,11.0,,GOOD,house,575.0,,1.0,,1,residential_monthly_rent
76627,99972,3.0,5,1994.0,Belgium,Antwerp,,RECOGNIZED_FLOOD_ZONE,,,,HYPER_EQUIPPED,500.0,Schilde,0.0,,C,2970,4500,11273243,Antwerp,Flanders,,3.0,AS_NEW,villa,0.0,,,4.0,1,residential_monthly_rent
76628,99973,3.0,5,1994.0,Belgium,Antwerp,,RECOGNIZED_FLOOD_ZONE,,,,HYPER_EQUIPPED,500.0,Schilde,0.0,,C,2970,3750,11273244,Antwerp,Flanders,,3.0,JUST_RENOVATED,villa,1750.0,,,3.0,1,residential_monthly_rent
76789,100228,3.0,6,2018.0,Belgium,Nivelles,,,,,,INSTALLED,250.0,COURT-SAINT-ÉTIENNE,0.0,4.0,A,1490,2400,11272882,Walloon Brabant,Wallonie,,0.0,,villa,1247.0,,1.0,3.0,1,residential_monthly_rent
76801,100243,1.0,2,,Belgium,Halle-Vilvoorde,1.0,,,,,,129.0,Steenokkerzeel,250.0,,E,1820,1850,11272623,Flemish Brabant,Flanders,6.0,0.0,AS_NEW,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
76819,100261,5.0,7,1925.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,320.0,INSTALLED,656.0,Ixelles,0.0,2.0,E,1050,7200,11306471,Brussels,Brussels,,3.0,GOOD,house,550.0,0.0,1.0,5.0,1,residential_monthly_rent
76821,100263,2.0,4,,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,470.0,SEMI_EQUIPPED,160.0,La Hulpe,0.0,4.0,E,1310,1600,11306464,Walloon Brabant,Wallonie,,1.0,GOOD,house,623.0,0.0,1.0,3.0,1,residential_monthly_rent
76877,100354,1.0,2,,Belgium,Kortrijk,,,,,,,,Kortrijk,0.0,,C,8500,1050,11225353,West Flanders,Flanders,3.0,,GOOD,house,130.0,,1.0,2.0,1,residential_monthly_rent
76933,100419,2.0,3,2016.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,235.0,HYPER_EQUIPPED,163.0,Waterloo,175.0,3.0,B,1410,2450,11333952,Walloon Brabant,Wallonie,,0.0,AS_NEW,house,0.0,1.0,,3.0,1,residential_monthly_rent
76938,100424,1.0,1,1970.0,Belgium,Dinant,,,,,,,51.0,Hastière-Lavaux,,4.0,E,5540,40000,11333939,Namur,Wallonie,,0.0,TO_RENOVATE,chalet,198.0,,,1.0,1,residential_sale
77077,100643,2.0,4,,Belgium,Gent,,,,,,HYPER_EQUIPPED,341.0,Sint-Martens-Latem,0.0,4.0,C,9830,2600,11333845,East Flanders,Flanders,,,,villa,3172.0,,,,1,residential_monthly_rent
77101,100674,2.0,4,2015.0,Belgium,Brugge,,,,,,,228.0,Jabbeke,0.0,4.0,B,8490,1350,11333666,West Flanders,Flanders,1.0,0.0,AS_NEW,villa,0.0,,1.0,3.0,1,residential_monthly_rent
77376,101048,0.0,4,1965.0,Belgium,Huy,,,,,,INSTALLED,130.0,AMAY,460.0,3.0,D,4540,25000,11305200,Liège,Wallonie,,1.0,GOOD,house,1718.0,,,2.0,1,annuity_monthly_amount
77461,101162,3.0,7,,Belgium,Charleroi,,,,,,,,Gilly,,2.0,,6060,30000,11333205,Hainaut,Wallonie,,0.0,TO_RENOVATE,house,250.0,,,3.0,1,residential_sale
77463,101164,1.0,1,,Belgium,Charleroi,,,,,,,,Roux,,2.0,G,6044,30000,11333207,Hainaut,Wallonie,,0.0,,house,276.0,,,1.0,1,residential_sale
77663,101420,3.0,4,1980.0,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,,,,300.0,Overijse,0.0,4.0,B,3090,2700,11332904,Flemish Brabant,Flanders,,,GOOD,villa,1900.0,0.0,1.0,3.0,1,residential_monthly_rent
77676,101438,1.0,2,,Belgium,Mons,,,,,,,,Jurbise,0.0,2.0,,7050,875,11332843,Hainaut,Wallonie,,,,house,0.0,0.0,,,1,residential_monthly_rent
77754,101523,,5,,Belgium,Liège,,,,1.0,10.0,,,Liège,80.0,2.0,C,4000,400,11265137,Liège,Wallonie,,3.0,JUST_RENOVATED,house,0.0,0.0,,3.0,1,residential_monthly_rent
77857,101637,1.0,4,,Belgium,Brugge,,,,,,,180.0,Knokke,0.0,3.0,C,8300,1550,11219317,West Flanders,Flanders,1.0,0.0,AS_NEW,house,0.0,,,0.0,1,residential_monthly_rent
77916,101704,3.0,3,2023.0,Belgium,Brugge,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,165.0,Knokke-Heist,0.0,3.0,A,8300,3500,11332332,West Flanders,Flanders,,3.0,GOOD,house,258.0,0.0,1.0,2.0,1,residential_monthly_rent
77949,101747,2.0,4,1996.0,Belgium,Halle-Vilvoorde,,,,,,HYPER_EQUIPPED,200.0,Overijse Tombeek,0.0,4.0,B,3090,2500,11264724,Flemish Brabant,Flanders,,,GOOD,villa,1000.0,,1.0,3.0,1,residential_monthly_rent
78186,102039,1.0,5,2020.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,500.0,,240.0,Wavre,0.0,1.0,B,1300,2500,11264512,Walloon Brabant,Wallonie,,1.0,AS_NEW,house,634.0,0.0,1.0,3.0,1,residential_monthly_rent
78263,102144,0.0,4,,Belgium,Halle-Vilvoorde,,,,,,,260.0,Halle,0.0,,D,1500,1750,11217314,Flemish Brabant,Flanders,1.0,0.0,,mixed_use_building,0.0,,,0.0,1,residential_monthly_rent
78307,102195,1.0,4,1997.0,Belgium,Brugge,,,,1.0,50.0,INSTALLED,231.0,Brugge,0.0,2.0,B,8000,1400,11331869,West Flanders,Flanders,,,GOOD,house,0.0,0.0,1.0,1.0,1,residential_monthly_rent
78322,102210,1.0,4,,Belgium,Antwerp,1.0,NON_FLOOD_ZONE,,1.0,1.0,INSTALLED,,Brasschaat,0.0,3.0,,2930,1500,11331769,Antwerp,Flanders,,,GOOD,house,700.0,0.0,1.0,2.0,1,residential_monthly_rent
78346,102238,1.0,3,,Belgium,Nivelles,,NON_FLOOD_ZONE,,,,,115.0,Braine-l'Alleud,0.0,3.0,D,1420,1200,11264449,Walloon Brabant,Wallonie,,,,town_house,115.0,0.0,,,1,residential_monthly_rent
78421,102328,1.0,3,2019.0,Belgium,Mouscron,,NON_FLOOD_ZONE,,,,INSTALLED,173.0,Mouscron,0.0,2.0,B,7700,1080,11303750,Hainaut,Wallonie,,1.0,GOOD,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
78539,102483,1.0,4,,Belgium,Brugge,,,,,,INSTALLED,,Knokke-Heist,0.0,,C,8300,1895,11331353,West Flanders,Flanders,11.0,,GOOD,house,0.0,,,2.0,1,residential_monthly_rent
78654,102623,2.0,4,1927.0,Belgium,Brussels,1.0,,,1.0,60.0,INSTALLED,380.0,Ixelles,0.0,2.0,B,1050,4500,11303248,Brussels,Brussels,5.0,,AS_NEW,town_house,450.0,0.0,1.0,,1,residential_monthly_rent
78712,102692,1.0,3,2011.0,Belgium,Leuven,,,,,,INSTALLED,204.0,Duisburg,0.0,3.0,B,3080,1775,11331297,Flemish Brabant,Flanders,,1.0,,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
78823,102820,1.0,2,,Belgium,Soignies,1.0,NON_FLOOD_ZONE,,1.0,100.0,HYPER_EQUIPPED,151.0,Écaussinnes,35.0,3.0,C,7190,1350,11262913,Hainaut,Wallonie,10.0,,AS_NEW,house,0.0,0.0,,2.0,1,residential_monthly_rent
78872,102879,1.0,3,2006.0,Belgium,Mechelen,,NON_FLOOD_ZONE,,,,,150.0,Bornem,0.0,,B,2880,975,11303043,Antwerp,Flanders,10.0,,,house,0.0,,,1.0,1,residential_monthly_rent
78978,103010,4.0,5,1890.0,Belgium,Brussels,,,,1.0,100.0,HYPER_EQUIPPED,386.0,Ixelles,0.0,2.0,E,1050,4900,11330351,Brussels,Brussels,,2.0,AS_NEW,house,506.0,0.0,1.0,5.0,1,residential_monthly_rent
78985,103017,1.0,3,,Belgium,Nivelles,,,,1.0,207.0,HYPER_EQUIPPED,128.0,Geldenaken,0.0,4.0,B,1370,1350,11330326,Walloon Brabant,Wallonie,,,AS_NEW,house,473.0,,1.0,2.0,1,residential_monthly_rent
78998,103030,1.0,4,,Belgium,Nivelles,,,,,,,130.0,ORP-LE-GRAND,0.0,4.0,C,1350,1250,11262868,Walloon Brabant,Wallonie,,1.0,AS_NEW,villa,775.0,,1.0,2.0,1,residential_monthly_rent
79094,103148,1.0,3,1954.0,Belgium,Tielt,,NON_FLOOD_ZONE,,,,,154.0,Ardooie,0.0,3.0,C,8850,770,11302468,West Flanders,Flanders,3.0,0.0,AS_NEW,house,157.0,,,2.0,1,residential_monthly_rent
79170,103228,1.0,2,2023.0,Belgium,Dinant,,,,,,HYPER_EQUIPPED,100.0,Houyet,0.0,3.0,B,5563,875,11330282,Namur,Wallonie,,,GOOD,house,150.0,0.0,1.0,1.0,1,residential_monthly_rent
79213,103276,2.0,5,1957.0,Belgium,Halle-Vilvoorde,,,,1.0,200.0,HYPER_EQUIPPED,185.0,Kraainem,0.0,3.0,C,1950,2500,11329947,Flemish Brabant,Flanders,,,AS_NEW,house,340.0,0.0,1.0,2.0,1,residential_monthly_rent
79323,103434,1.0,2,,Belgium,Waremme,,,,,,INSTALLED,130.0,JENEFFE,0.0,2.0,A+,4357,1200,11215796,Liège,Wallonie,,0.0,,house,0.0,,1.0,1.0,1,residential_monthly_rent
79595,103773,1.0,2,,Belgium,Halle-Vilvoorde,,POSSIBLE_FLOOD_ZONE,,,,HYPER_EQUIPPED,100.0,Humbeek,0.0,,B,1851,1300,11329386,Flemish Brabant,Flanders,8.0,,,house,0.0,,1.0,1.0,1,residential_monthly_rent
79606,103784,2.0,4,1996.0,Belgium,Halle-Vilvoorde,1.0,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,250.0,OVERIJSE,0.0,4.0,B,3090,2500,11259715,Flemish Brabant,Flanders,,1.0,AS_NEW,villa,1000.0,,1.0,0.0,1,residential_monthly_rent
79718,103919,,2,1930.0,Belgium,Liège,,,,,,,,Liège,,,G,4030,35000,11213948,Liège,Wallonie,,0.0,,house,0.0,,,,1,residential_sale
79729,103951,2.0,2,,Belgium,Brugge,,,,,,,,Heist-aan-Zee,0.0,,C,8301,1100,11329343,West Flanders,Flanders,7.0,0.0,,house,84.0,,,0.0,1,residential_monthly_rent
79743,103973,1.0,4,1978.0,Belgium,Antwerp,,NON_FLOOD_ZONE,,1.0,350.0,INSTALLED,360.0,Waarloos,0.0,4.0,C,2550,1700,11329265,Antwerp,Flanders,15.0,1.0,JUST_RENOVATED,villa,865.0,,,2.0,1,residential_monthly_rent
79904,104167,1.0,3,,Belgium,Eeklo,,,,,,,151.0,Eeklo,0.0,,C,9900,850,11329179,East Flanders,Flanders,10.0,,GOOD,house,151.0,,,0.0,1,residential_monthly_rent
80212,104524,2.0,4,,Belgium,Oostend,,,,,,,155.0,Gistel,0.0,,,8470,1100,11300828,West Flanders,Flanders,5.0,,GOOD,house,0.0,,1.0,2.0,1,residential_monthly_rent
80464,104860,2.0,4,,Belgium,Halle-Vilvoorde,,,,1.0,730.0,HYPER_EQUIPPED,196.0,Meise,200.0,4.0,B,1860,2000,11211722,Flemish Brabant,Flanders,,,AS_NEW,house,850.0,,1.0,3.0,1,residential_monthly_rent
80566,105001,3.0,3,,Belgium,Brugge,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,,Knokke-Heist,0.0,2.0,,8301,2450,11257406,West Flanders,Flanders,,1.0,AS_NEW,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
80624,105076,2.0,4,1980.0,Belgium,Halle-Vilvoorde,,,,1.0,450.0,INSTALLED,240.0,Sterrebeek,0.0,4.0,D,1933,2400,11299743,Flemish Brabant,Flanders,17.0,2.0,GOOD,villa,800.0,,1.0,2.0,1,residential_monthly_rent
80629,105083,2.0,3,1954.0,Belgium,Brugge,,NON_FLOOD_ZONE,,,,INSTALLED,182.0,Knokke-Heist,0.0,,A,8300,2000,11299707,West Flanders,Flanders,7.0,,GOOD,house,73.0,,,2.0,1,residential_monthly_rent
80678,105138,1.0,3,2023.0,Belgium,Turnhout,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,115.0,Retie,0.0,3.0,A,2470,1250,11211356,Antwerp,Flanders,,,GOOD,house,0.0,,1.0,2.0,1,residential_monthly_rent
80830,105345,1.0,3,,Belgium,Huy,,,,1.0,150.0,HYPER_EQUIPPED,,Huy,0.0,3.0,B,4500,1300,11299297,Liège,Wallonie,9.0,1.0,JUST_RENOVATED,house,150.0,0.0,1.0,2.0,1,residential_monthly_rent
80935,105473,2.0,4,1998.0,Belgium,Nivelles,,,,,,INSTALLED,260.0,Lasne,0.0,4.0,B,1380,2300,11328053,Walloon Brabant,Wallonie,,1.0,AS_NEW,villa,1500.0,0.0,1.0,3.0,1,residential_monthly_rent
81020,105574,1.0,2,,Belgium,Namur,,,,,,,111.0,Gembloux,0.0,,E,5030,885,11299041,Namur,Wallonie,3.0,1.0,JUST_RENOVATED,house,142.0,,1.0,2.0,1,residential_monthly_rent
81051,105608,1.0,3,,Belgium,Diksmuide,,,,,,,133.0,Kortemark,0.0,,,8610,890,11298836,West Flanders,Flanders,,,AS_NEW,house,305.0,0.0,,2.0,1,residential_monthly_rent
81058,105619,1.0,3,,Belgium,Mouscron,,,,,,,110.0,HERSEAUX,0.0,3.0,C,7712,900,11298655,Hainaut,Wallonie,,0.0,,house,0.0,,1.0,1.0,1,residential_monthly_rent
81112,105696,1.0,3,,Belgium,Gent,,,,,,SEMI_EQUIPPED,,Merelbeke,0.0,,D,9820,950,11210491,East Flanders,Flanders,15.0,,GOOD,house,0.0,,,0.0,1,residential_monthly_rent
81167,105765,2.0,3,,Belgium,Dendermonde,,,,1.0,70.0,HYPER_EQUIPPED,150.0,Zele,0.0,2.0,D,9240,1300,11255078,East Flanders,Flanders,,,AS_NEW,mixed_use_building,0.0,,1.0,2.0,1,residential_monthly_rent
81226,105835,1.0,2,1910.0,Belgium,Dinant,,,,1.0,100.0,USA_INSTALLED,90.0,Houyet,25.0,2.0,D,5564,675,11298556,Namur,Wallonie,5.0,,GOOD,house,250.0,0.0,1.0,2.0,1,residential_monthly_rent
81379,106013,,2,,Belgium,Mons,,,,,,,,Frameries,,,G,7080,37000,11327459,Hainaut,Wallonie,,0.0,,house,0.0,,,,1,residential_sale
